age,breed,centreLocation,gender,hasPhoto,hasVideo,icon_childFriendly,icon_crossBreed,icon_dogFriendly,icon_gentleGiant,icon_hasBasicHousetraining,icon_hasMedicalNeeds,icon_livewire,icon_livingOffsite,icon_lovesCuddles,icon_lovesToysGames,icon_needsTraining,icon_smallButSparky,icon_strangerFriendly,icon_veryClever,icon_willWorkForFood,icon_youngAtHeart,isNewDog,name,numberOfPhotos,reserved
 '5 to 7 Years', 'Collie Cross (Border)', 'Evesham', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,,,,Loves toys/games,Needs some training,,,Bright spark/very clever,,, false, 'Mylo', 5, false
 '2 to 5 Years', 'Jack Russell Terrier (JRT)', 'Kenilworth', 'Male', true, false,,,Dog friendly,,,,,,,Loves toys/games,Needs some training,,,,,, true, 'Oggie', 5, true
 '5 to 7 Years', 'A Crossbreed ', 'London (Harefield)', 'Female', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,,Living off site,,,,Small but sparky,,,Loves treats/will work for food,, false, 'Mya', 3, false
 '5 to 7 Years', 'Bichon Frise ', 'Kenilworth', 'Male', true, false,,,Dog friendly,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Murphy', 5, true
 '1 to 2 Years', 'Border Collie ', 'Loughborough', 'Male', true, false,,,,,,,,,,,,,,,,, false, 'Murphy', 2, false
 '8+ Years', 'A Crossbreed ', 'Kenilworth', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Murphy', 5, false
 '2 to 5 Years', 'Greyhound  ', 'Salisbury', 'Male', true, false,,,,,,,Live wire,,,Loves toys/games,Needs some training,,,,,, false, 'Ned', 2, false
 '5 to 7 Years', 'A Crossbreed ', 'Loughborough', 'Female', true, true,,Crossbreed,,Gentle giant,,,,,,,,,,,,, false, 'Muffin', 5, false
 '8+ Years', 'GSD Cross ( German Shepherd / Alsatian)', 'Newbury', 'Female', true, false,,Crossbreed,,,Has basic housetraining,,,,Especially likes cuddles,,,,,Bright spark/very clever,,Young at heart, false, 'Narla', 5, false
 '5 to 7 Years', 'Staffordshire Cross (SBT)', 'Canterbury', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, true, 'Nanook', 2, false
 '5 to 7 Years', 'Dutch Shepherd', 'Evesham', 'Female', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,Living off site,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Nadia', 4, false
 '5 to 7 Years', 'Lurcher ', 'West Calder', 'Male', true, true,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Monty', 5, false
 '5 to 7 Years', 'Patterdale Terrier', 'Kenilworth', 'Male', true, true,,,,,Has basic housetraining,,,,,,Needs some training,Small but sparky,,,Loves treats/will work for food,, false, 'Monty', 5, false
 '1 to 2 Years', 'Lurcher ', 'Kenilworth', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Museli', 5, false
 '5 to 7 Years', 'A Crossbreed ', 'Shrewsbury', 'Male', true, true,,Crossbreed,,,,,,,,,,,,,,, false, 'Monty', 5, false
 '8+ Years', 'Staffordshire Cross (SBT)', 'Basildon', 'Female', true, false,,Crossbreed,,,Has basic housetraining,Medical needs,,,,Loves toys/games,,,,,,, false, 'Molly', 5, false
 '5 to 7 Years', 'Staffordshire Cross (SBT)', 'London (Harefield)', 'Female', true, true,,Crossbreed,,,,,,,Especially likes cuddles,Loves toys/games,Needs some training,,,Bright spark/very clever,,, false, 'Munchkin', 5, false
 '8+ Years', 'Staffordshire Cross (SBT)', 'Evesham', 'Female', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,,Loves treats/will work for food,, true, 'Molly', 1, true
 '2 to 5 Years', 'Border Collie ', 'Evesham', 'Male', true, false,,,Dog friendly,,,,,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Moss', 3, true
 '1 to 2 Years', 'A Crossbreed ', 'Manchester', 'Female', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Moki', 4, false
 '2 to 5 Years', 'Japanese Akita Inu', 'Bridgend', 'Male', true, false,,,,,,,,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Mojito', 2, true
 '1 to 2 Years', 'Border Collie ', 'Kenilworth', 'Female', true, false,,,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Moana', 5, false
 '1 to 2 Years', 'American Bulldog', 'Kenilworth', 'Male', true, false,,,Dog friendly,,,,,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Mosley', 5, false
 '2 to 5 Years', 'Staffordshire Bull Terrier (SBT)', 'Kenilworth', 'Male', true, false,,,,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Mo', 5, false
 '8+ Years', 'Cocker Spaniel', 'Evesham', 'Female', true, false,,,,,Has basic housetraining,Medical needs,,,,,,Small but sparky,,Bright spark/very clever,Loves treats/will work for food,Young at heart, true, 'Mo', 1, true
 '8+ Years', 'Rottweiler ', 'Loughborough', 'Female', true, true,,Crossbreed,,Gentle giant,,,,,,,Needs some training,,,,,, false, 'Mitzy', 4, false
 '8+ Years', 'Patterdale Terrier', 'West Calder', 'Female', true, false,Child friendly (under 12 yrs),,,,Has basic housetraining,,,,Especially likes cuddles,,,,,,Loves treats/will work for food,Young at heart, true, 'Mitzi', 2, false
 '2 to 5 Years', 'A Crossbreed ', 'Manchester', 'Male', true, true,,Crossbreed,,,,,,,,Loves toys/games,,,,,,, false, 'Mylo', 5, false
 '6 to 12 Months', 'Jack Russell Terrier (JRT)', 'Leeds', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,,,,,,Loves toys/games,,Small but sparky,,,,, true, 'Mister', 3, true
 '5 to 7 Years', 'Staffordshire Bull Terrier (SBT)', 'Bridgend', 'Female', true, false,,,,,Has basic housetraining,,Live wire,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, true, 'Missy', 1, true
 '8+ Years', 'Staffordshire Cross (SBT)', 'Leeds', 'Female', true, false,,Crossbreed,,,,,,Living off site,,,,,Stranger friendly,,,Young at heart, true, 'Missy', 4, false
 '5 to 7 Years', 'Jack Russell Terrier (JRT)', 'Kenilworth', 'Female', true, false,,,,,,,,,,,Needs some training,Small but sparky,,,Loves treats/will work for food,, false, 'Minnie', 4, true
 '2 to 5 Years', 'Chihuahua: Short Hr', 'Salisbury', 'Female', true, false,,,,,,,,,,,Needs some training,,,Bright spark/very clever,,, true, 'Minnie', 1, false
 '2 to 5 Years', 'Collie Cross (Border)', 'Leeds', 'Female', true, false,,Crossbreed,,,Has basic housetraining,,Live wire,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Mim', 2, false
 '2 to 5 Years', 'A Crossbreed ', 'Shrewsbury', 'Female', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,,,Stranger friendly,,,, true, 'Molly', 3, false
 '2 to 5 Years', 'Staffordshire Cross (SBT)', 'Manchester', 'Male', true, true,,Crossbreed,,,,,Live wire,,,Loves toys/games,,,Stranger friendly,,,, false, 'Milo', 5, false
 '2 to 5 Years', 'Terrier Cross', 'Snetterton', 'Male', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Milo', 3, false
 '8+ Years', 'Jack Russell Terrier (JRT)', 'London (Harefield)', 'Female', true, false,Child friendly (under 12 yrs),,Dog friendly,,,,,,Especially likes cuddles,,Needs some training,,Stranger friendly,,Loves treats/will work for food,Young at heart, false, 'Mollie', 1, false
 '2 to 5 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Merseyside', 'Male', true, false,,Crossbreed,,Gentle giant,,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,Bright spark/very clever,Loves treats/will work for food,, false, 'Milo', 5, false
 '2 to 5 Years', 'Border Collie ', 'Ballymena (N.Ireland)', 'Female', true, true,,,Dog friendly,,Has basic housetraining,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Millie', 3, false
 '5 to 7 Years', 'Jack Russell Terrier (JRT)', 'London (Harefield)', 'Female', true, false,,,Dog friendly,,,,,Living off site,,Loves toys/games,Needs some training,,Stranger friendly,,Loves treats/will work for food,, false, 'Millie', 3, false
 '8+ Years', 'Staffordshire Cross (SBT)', 'West Calder', 'Female', true, false,,Crossbreed,,,Has basic housetraining,,Live wire,,Especially likes cuddles,,,,,,Loves treats/will work for food,, false, 'Millie', 2, false
 '2 to 5 Years', 'Collie Cross (Border)', 'Salisbury', 'Male', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Morse', 1, true
 '1 to 2 Years', 'Chihuahua: Long Hr ', 'Salisbury', 'Male', true, false,,,,,,,,,,,Needs some training,Small but sparky,,Bright spark/very clever,,, false, 'Mikey', 2, true
 '5 to 7 Years', '', 'London (Harefield)', 'Male', true, false,,,,,,,,,,Loves toys/games,Needs some training,,,,,, false, 'Mikey', 3, true
 '5 to 7 Years', 'Spaniel: English Springer', 'Ilfracombe', 'Male', true, false,,Crossbreed,,,,,Live wire,,Especially likes cuddles,,,,,,,, true, 'Mitch', 1, true
 '8+ Years', 'Lab Cross', 'Salisbury', 'Male', true, true,,Crossbreed,,Gentle giant,,,,,,,Needs some training,,,,,, false, 'Mike', 4, false
 '5 to 7 Years', 'Collie Cross (Border)', 'London (Harefield)', 'Female', true, false,,Crossbreed,Dog friendly,,,,,,,,,,Stranger friendly,,,Young at heart, true, 'Mika', 1, false
 '5 to 7 Years', 'Samoyed', 'Kenilworth', 'Female', true, false,Child friendly (under 12 yrs),,Dog friendly,,,,,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Mini', 4, true
 '2 to 5 Years', 'Greyhound  ', 'Evesham', 'Male', true, false,,,Dog friendly,,,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Mickey', 5, false
 '8+ Years', 'A Crossbreed ', 'Shrewsbury', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,Has basic housetraining,,,,Especially likes cuddles,Loves toys/games,,,,,Loves treats/will work for food,, true, 'Milo', 4, false
 '1 to 2 Years', 'Saluki ', 'Glasgow', 'Male', true, true,,,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,,,, false, 'Merlin', 3, true
 '8+ Years', 'Siberian Husky  ', 'Evesham', 'Female', true, false,,,,,,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Mia', 1, false
 '2 to 5 Years', 'Terrier Cross', 'Evesham', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Maximus', 5, true
 '2 to 5 Years', 'Pomeranian', 'Bridgend', 'Male', true, true,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,Small but sparky,,,,, false, 'Maxi Munchkin', 2, false
 '5 to 7 Years', 'Jack Russell Terrier (JRT)', 'Snetterton', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,Loves toys/games,,Small but sparky,Stranger friendly,Bright spark/very clever,Loves treats/will work for food,, true, 'Max T', 3, true
 '1 to 2 Years', 'Lurcher ', 'Kenilworth', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Millar', 5, true
 '2 to 5 Years', 'A Crossbreed ', 'Kenilworth', 'Female', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Miley', 5, true
 '8+ Years', 'Jack Russell Terrier (JRT)', 'Ilfracombe', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,,Small but sparky,,,,Young at heart, true, 'Max', 5, false
 '8+ Years', 'Staffordshire Cross (SBT)', 'Newbury', 'Male', true, true,,Crossbreed,,,,,Live wire,,Especially likes cuddles,Loves toys/games,Needs some training,,Stranger friendly,,Loves treats/will work for food,, false, 'Mike', 5, true
 '8+ Years', 'German Shepherd Dog (GSD / Alsatian)', 'Shrewsbury', 'Female', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,,,Especially likes cuddles,,,,Stranger friendly,,,Young at heart, true, 'Mika', 1, false
 '2 to 5 Years', 'Bichon Frise ', 'Merseyside', 'Male', true, false,Child friendly (under 12 yrs),,Dog friendly,,,,Live wire,,,,,Small but sparky,Stranger friendly,,,, true, 'Max', 2, false
 '8+ Years', 'A Crossbreed ', 'Shoreham', 'Male', true, true,,Crossbreed,Dog friendly,Gentle giant,Has basic housetraining,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Max', 5, false
 '5 to 7 Years', 'Spitz: Japanese ', 'Basildon', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,,,,,Needs some training,Small but sparky,,,Loves treats/will work for food,, false, 'Max', 5, true
 '8+ Years', 'Jack Russell Terrier (JRT)', 'Kenilworth', 'Female', true, false,,,,,,,,,,Loves toys/games,Needs some training,Small but sparky,,,Loves treats/will work for food,, false, 'Maude', 4, false
 '0 to 6 Months', 'Akita', 'Ballymena (N.Ireland)', 'Female', true, false,,Crossbreed,Dog friendly,,,,,,Especially likes cuddles,,Needs some training,,,,,, true, 'Match', 1, true
 '0 to 6 Months', 'Lurcher ', 'Bridgend', 'Male', true, false,,,,,,,Live wire,,,Loves toys/games,,,,,Loves treats/will work for food,, true, 'Marvel', 1, true
 '1 to 2 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Snetterton', 'Female', false, false,,,Dog friendly,,,,Live wire,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, true, 'Maru', 0, false
 '2 to 5 Years', 'Jack Russell Terrier (JRT)', 'Shoreham', 'Male', true, true,,,,,,,Live wire,,,Loves toys/games,Needs some training,Small but sparky,,Bright spark/very clever,,, false, 'Marty', 5, false
 '8+ Years', 'Terrier: Yorkshire ', 'Salisbury', 'Male', true, false,,Crossbreed,,,Has basic housetraining,Medical needs,Live wire,,,,Needs some training,Small but sparky,,Bright spark/very clever,,, false, 'Marty', 3, false
 '2 to 5 Years', 'Akita', 'Basildon', 'Male', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,Living off site,,Loves toys/games,Needs some training,,,Bright spark/very clever,,, false, 'Marlie', 5, false
 '2 to 5 Years', 'Bichon Frise ', 'Merseyside', 'Male', true, false,Child friendly (under 12 yrs),,Dog friendly,,,,Live wire,,,,,Small but sparky,Stranger friendly,,,, true, 'Marley', 2, false
 '5 to 7 Years', 'Terrier Cross', 'Darlington', 'Male', true, true,,Crossbreed,,,,,,,,Loves toys/games,Needs some training,Small but sparky,Stranger friendly,,,, false, 'Marley', 5, false
 '8+ Years', 'Lurcher ', 'London (Harefield)', 'Male', true, false,,,,,,,Live wire,,Especially likes cuddles,Loves toys/games,Needs some training,,Stranger friendly,,Loves treats/will work for food,Young at heart, false, 'Max (Lurcher)', 3, false
 '2 to 5 Years', 'Lurcher ', 'Merseyside', 'Male', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,,, false, 'Max', 5, true
 '6 to 12 Months', 'Belgian Shepherd Dog: Malinois (BSD)', 'Kenilworth', 'Male', true, false,,,Dog friendly,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Max', 5, false
 '2 to 5 Years', 'Staffordshire Bull Terrier (SBT)', 'Leeds', 'Male', true, false,,,,,Has basic housetraining,,Live wire,,,,,,,,,, false, 'Marley', 2, true
 '8+ Years', 'Poodle: Miniature  ', 'London (Harefield)', 'Female', false, false,,,,,,Medical needs,,Living off site,,,,Small but sparky,,,Loves treats/will work for food,Young at heart, false, 'Margo', 0, false
 '2 to 5 Years', 'Japanese Akita Inu', 'Bridgend', 'Male', true, false,,,,,,,,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Malakai', 2, true
 '5 to 7 Years', 'Pug ', 'Leeds', 'Male', true, false,,,Dog friendly,,Has basic housetraining,,,,,,,,Stranger friendly,,,, true, 'Memphis', 1, false
 '1 to 2 Years', 'Lurcher ', 'Ilfracombe', 'Male', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,Living off site,,Loves toys/games,,,Stranger friendly,,,, false, 'Malakai', 1, true
 '8+ Years', 'Labrador', 'Basildon', 'Male', true, false,,Crossbreed,,,,,,,Especially likes cuddles,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Max', 5, false
 '8+ Years', 'A Crossbreed ', 'Bridgend', 'Male', true, false,,Crossbreed,,,,,Live wire,,,,,,,,Loves treats/will work for food,, false, 'Mambo', 5, false
 '8+ Years', 'Lurcher ', 'Darlington', 'Female', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,Young at heart, false, 'Maisie', 5, false
 '8+ Years', 'Shih Tzu  ', 'Manchester', 'Female', true, false,,,,,,,,Living off site,,Loves toys/games,Needs some training,Small but sparky,,,,, false, 'Poppy', 5, true
 '2 to 5 Years', 'Pug ', 'Basildon', 'Female', true, false,,Crossbreed,Dog friendly,,,,,,Especially likes cuddles,,,,Stranger friendly,,,, true, 'Princess Peach', 5, true
 '2 to 5 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Salisbury', 'Male', true, true,,,,,,,Live wire,,,,Needs some training,,,Bright spark/very clever,,, false, 'Rocco', 5, false
 '2 to 5 Years', 'Foxhound  ', 'Snetterton', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Rocco', 4, false
 '2 to 5 Years', 'Greyhound  ', 'Basildon', 'Male', true, false,Child friendly (under 12 yrs),,,,,,,,Especially likes cuddles,Loves toys/games,Needs some training,,Stranger friendly,,,, true, 'Moose', 5, false
 '2 to 5 Years', 'Pug ', 'Ilfracombe', 'Female', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,,Living off site,Especially likes cuddles,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Roxy', 2, true
 '8+ Years', 'Collie Cross (Border)', 'Ballymena (N.Ireland)', 'Female', true, false,,Crossbreed,,,,,,,Especially likes cuddles,,,,,,,, false, 'Sally', 1, false
 '1 to 2 Years', 'A Crossbreed ', 'Newbury', 'Male', true, true,,Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,,,Loves toys/games,,,Stranger friendly,Bright spark/very clever,,, false, 'Sam', 5, false
